service_id,name,primary_category,service_categories,address,latitude,longitude,mappable,geocode_precision,area_id,borough_name,phone,website,email,hours,services,sources,legacy_center_id,serves_indigenous,serves_immigrant,gender_focus,age_groups
SVC_cdd177a1ee,ACTION SANTÉ DE POINTE ST-CHARLES,Medical,Food; Medical,"2423 Wellington Street, Le Sud-Ouest, Montréal, QC, H3K 1X5",45.484268,-73.564987,1,approximate,A011,Le Sud-Ouest,514 933-5771,actionsantepsc.org,action-sante@videotron.ca,Monday to Friday 12h00 to 19h00,* Organized outings and activities.* Community meals.* Group discussion.* Training and information workshops.* Social support.* Board games.,211,,0,0,All,Under 25; 25-44; 45-64; 65+
SVC_af7b97c28e,ACTION SANTÉ TRAVESTI(E)S ET TRANSSEXUEL(LE)S DU QUÉBEC,Medical,Shelter; Medical; Legal; Immigration & Newcomers; Education & Literacy; Community & Advocacy,"300 Sainte-Catherine Street East, Ville-Marie, Montréal, QC, H2X 1L7",45.513097,-73.560765,1,exact,,,514 847-0067,cactusmontreal.org/soutien-aux-personnes-trans,info@astteq.org,"office: variable hours, community dinner: last Monday of the month","* Peer support and accompaniment to appointments at clinics, hospitals, legal offices, court dates and social services.* Assistance in accessing information regarding legal issues and procedures, such as criminal and penal charges, criminal records, arrest warrants, conditions before court appearances, legal aid, trans-affirmative legal representation.* Assistance in applying for a change of name and sex designation, refugee status, permanent residency, citizenship, work permits, record suspensions, and compensatory community service work.* Assistance in understand and evaluating legal risks related to criminalization.* Monthly community dinner, monthly drop-ins, periodic cultural and educational activities and skill-sharing workshops.* Referral to trans-affirmative health care (hormone therapy, HIV treatment, and sexual health).* Distribution of harm reduction supplies (syringes, needles, pipes, filters, kit sniff, filters, condoms and lube), recovery of harm reduction material, distribution of sharps containers, distribution of hormone therapy injection materials, distribution of fentanyl testing kits and distribution of naloxone kits.* Street and outreach work to trans sex workers' homes, workplaces and community spaces.* Visit to community members after surgeries or in long-term care homes.* Substance analysis service, offered by Checkpoint/Cactus. 1479",211,,0,1,All,25-44; 45-64
SVC_19c86c6374,ACTION SECOURS VIE D'ESPOIR,Food,Food; Medical; Education & Literacy,"35 Marien Avenue, Montréal-Est, Montréal, QC, H1B 4T8",45.632873,-73.496864,1,exact,,,514 564-5295,www.actionsecours.ca,asve@videspoir.com,"food distribution: Thursday 13h00 to 16h00, food assistance appointment booking: Wednesday, Holiday schedule: closed December 19 to January 6",* Food counter with home delivery for people with reduced mobility.* School lunches.* Back-to-school sharing store: Operation Backpack.* Christmas baskets.* Healthy cooking workshops.,211,,0,0,All,Under 25
SVC_94279524d2,ACTION TRAVAIL DES FEMMES DU QUÉBEC,Legal,Legal; Immigration & Newcomers; Employment & Income,"7000 du Parc Avenue, Suite 400, Villeray—Saint-Michel—Parc-Extension, Montréal, QC, H3N 1X1",45.529547,-73.620104,1,approximate,A001,Villeray-Saint-Michel-Parc-Extension,"1
514 768-7233",atfquebec.ca,actionf@atfquebec.ca,Monday to Friday 9h00 to 12h00 and 13h00 to 17h00,"* Information sessions on harassment at work, rights and recourses, non-traditional jobs, equality in the workplace and recognition of skills and qualifications.* Personalized follow-up and accompaniment during job search in non-traditional fields.* Accompaniment of immigrant women in their process of inclusion in the job market.* Referral and counselling service for women discriminated against at the time of their hiring or at work.",211,,0,1,Female,25-44; 45-64
SVC_bc89a6b16c,ADAPTED MARTIAL ARTS DEVELOPEMENT ASSOCIATION,Legal,Legal; Youth & Family,"5370 Saint-Michel Boulevard, Rosemont—La Petite-Patrie, Montréal, QC, H1Y 2C7",45.550747,-73.572883,1,exact,,,514 820-4614,www.adamacanada.org,info@adamacanada.org,"Monday to Sunday, variable","Promotion of the inclusion of people with specific needs and of universal accessibility through martial arts.* Karate classes.* Inclusive Brazilian Jiu-Jitsu, boxing, and kickboxing classes for people with special needs.* Support to martial arts club that wish to include people with specific needs.* Training for parents, counsellors, instructors and accompanists.* Organisation of inclusive sporting events like the International Multisport Open of adapted martial arts.* Advocacy.",211,,0,0,All,Under 25
SVC_1252e91cbf,ADAPTÉ,Disability,Disability; Education & Literacy,"475 De Maisonneuve Boulevard East, Ville-Marie, Montréal, QC, H2L 5C4",45.515464,-73.562357,1,exact,,,1 866 410-0844,sqla.banq.qc.ca,sqla@banq.qc.ca,"Wednesday 9h00 to 17h00, Thursday and Friday 9h00 to 18h00, Saturday 9h00 to 17h00","* Adapted books loan service: braille books, audio books, digital documents and cross-media works.* Computer workstations on site.* Sending books by mail upon request.",211,,0,0,All,Under 25; 25-44; 45-64; 65+
SVC_9be9a75512,ADDICTION OUTREACH PROGRAM,Medical,Medical; Youth & Family,Confidential Address,,,0,,,,514 731-8000,addictionoutreach.ca/english,addictionoutreach@hotmail.com,by appointment only,"* 3 to 6 months intensive outpatient therapy followed by social reintegration.* Drugs, alcohol and gambling addiction treatment in individual and external follow-up.* Prevention and education.* Crisis intervention.* Psychosocial assessment and follow-up.* Individual, group or family therapy.* Case management.* Workshops: relapse prevention, anger management, self-esteem, etc.",211,,0,0,All,Under 25
SVC_b3cc631a34,ADHARA,Shelter,Shelter; Food; Medical; Legal; Youth & Family; Community & Advocacy,"2685 Allard Street, Le Sud-Ouest, Montréal, QC, H4E 2L7",45.484268,-73.564987,1,approximate,A011,Le Sud-Ouest,1 877 229-9891,cfad.ca,info@adharaqc.org,Monday to Saturday at 9h00 to 17h00,"Reintegration services for women offenders.* Mother-child program at the Établissement de détention Leclerc de Laval: mother-child visits, family activities and parties, various workshops (parenting skills, writing, etc.), individual accompaniment and supervised visits.* Individual or group meetings focused on the particular needs of women: job and housing search, communication with their child, accompaniment to medical and legal appointments, etc.* Day centre: collective kitchen, nutrition, gardening and various workshops for women offenders and their children.* Visits at the Établissement Joliette.* Visits at Maison de transition Thérèse-Casgrain.* Compensatory work, community services and volunteering for women offenders at the centre.* Reception, listening and referral.",211,,0,0,Female,Under 25; 25-44; 45-64
SVC_9b785d53a9,ADMI - MONTRÉAL,Youth & Family,Youth & Family; Recreation & Culture,"5675 Lafond Street, Rosemont—La Petite-Patrie, Montréal, QC, H1X 2X6",45.550747,-73.58229,1,approximate,,,514 527-7671,admi-montreal.org,info@admi-montreal.org,"Monday to Thursday, variable","* Recreational, physical, sports, social and cultural activities.* Summer day camps.* Open air days.* Weekend activities.* Bowling league.* Weekend respite assistance.* Information, support and guidance for parents.",211,,0,0,All,Under 25
SVC_29c9dc3c7a,ADRIANNA ESPACE COLLECTIF,Shelter,Shelter; Food; Youth & Family,"2400 Sainte-Catherine Street East, Ville-Marie, Montréal, QC, H2K 2J6",45.50108,-73.568126,1,approximate,,,514 527-8727,www.aecmtl.org,comptabilite@aecmtl.org,"Tuesday to Thursday 9h00 to 15h00, food delivery: Tuesday to Thursday, between 9h00 and 17h00, registration on site: Tuesday 12h30 to 15h00","* Food bank.* Social reintegration.* Subsidized housing.* Public writer service: Help with writing or understanding a document, administrative service: filling out government forms and administrative procedures, employability service: resume writing, help with job application forms, social service: drafting applications for social assistance, social security, food security, family assistance, etc, informal service: writing letters or postcards for loved ones.",211,,0,0,All,Under 25; 25-44; 45-64
SVC_c73acc79dd,ADULT CHILDREN OF ALCOHOLICS - MONTRÉAL,Youth & Family,Youth & Family; Community & Advocacy,Confidential Address,,,0,,,,514 990-0901,eada.qc.ca,info@eada.qc.ca,"variable, see website",Self-help group for adults who grew up in an alcoholic or dysfunctional home.* 12 steps program.* List of meetings: eada.qc.ca/reunions,211,,0,0,All,Under 25; 25-44; 45-64
SVC_41c45a8b98,ADULT LEARNLINE,Translation,Translation; Education & Literacy; Community & Advocacy,"4080 Wellington Street, Suite 350, Verdun, Montréal, QC, H4G 1V4",45.505418,-73.55745,1,approximate,,,1 888 488-3888,infoapprendre.org/en,ssaidj@fondationalphabetisation.org,Monday to Friday 9h00 to 17h00,"Support, listening and referral service in education directing those who request it to the best training offers, throughout Québec, according to their needs.* Referrals to training establishments that offer classes and programs matching learning needs.* Answer questions about Pre-secondary courses, French courses, Upgrading your French, language skills, training (DVS, AVS, STC, etc.), Secondary cycles 1 and 2, College and university-level studies (ACS, DCS, certificate, Bachelor's degree, etc.), Distance learning, Lifelong learning (customized courses, language classes, computing courses, professional development, etc.), Recognition of acquired learning and competencies, Comparative evaluation (equivalence) of foreign diplomas, Student financial aid.",211,,0,0,All,Under 25; 25-44; 45-64
SVC_0c784d086c,ADVENTURERS ASSOCIATION OF BADEN-POWELL,Education & Literacy,Education & Literacy; Community & Advocacy,"750 16th Avenue, Suite 9, Rivière-des-Prairies—Pointe-aux-Trembles, Montréal, QC, H1B 3M7",45.503182,-73.569806,1,approximate,,,1 855 561-4159,aventuriersdebadenpowell.org,info@badenpowell.ca,by appointment,"Scouting and guiding association.* Outdoor activities.* Social and educational activities aimed at character building, learning through play and mutual aid.",211,,0,0,All,Under 25; 25-44; 45-64; 65+
SVC_684db54b76,AFGHAN WOMEN'S CENTRE OF MONTREAL,Gender & LGBTQ+,Food; Medical; Immigration & Newcomers; Employment & Income; Seniors; Education & Literacy; Material Aid; Gender & LGBTQ+; Community & Advocacy,"1857 de Maisonneuve Boulevard West, Suite 305, Ville-Marie, Montréal, QC, H3H 1J9",45.493839,-73.581651,1,approximate,,,514 321-2194,www.awcm.ca,info@awcm.ca,Monday to Friday 10h00 to 17h00,"Afghan women grouping seeking to empower socially isolated immigrant women.* Adapted programs, self-development workshops and promotion of team-based projects.* Courses: English and French, computer, yoga.* Services for seniors.* Catering service: Afghan food cooked by a senior women group.* Accompaniment for new immigrants.* Intergenerational skill exchange.* Help for sick people who are in need of a translator in Dari, Pashtu and sometimes in Russian.* Volunteer opportunities for McGill students in social education engagement to get credits.* Social worker and social intervention service for newcomers.* Reception of school supplies donation.* Tax clinic for participants.",211,,0,1,Female,Under 25; 25-44; 45-64; 65+
SVC_43645a41f7,AFRIQUE AU FÉMININ,Food,Food; Medical; Translation; Immigration & Newcomers; Employment & Income; Youth & Family; Education & Literacy; Material Aid; Recreation & Culture,"7000 du Parc Avenue, Suite 106-108, Villeray—Saint-Michel—Parc-Extension, Montréal, QC, H3N 1X1",45.529547,-73.620104,1,approximate,A001,Villeray-Saint-Michel-Parc-Extension,"1
514 272-3274",www.afriqueaufeminin.org/en,info@afriqueaufeminin.org,"Monday to Friday 9h00 to 17h00, food bank: Tuesday 12h00 to 15h00","Improvement of immigrant women's living conditions.* Reception, information, referral and listening.* Daycare for children 2 to 5 years old.* Psychosocial intervention.* Customized francization classes and French conversation groups.* Specialized French classes in collaboration with the MIFI.* Discussion groups.* Educational and cultural activities.* Food assistance.* Christmas baskets.* Donation of used clothing, household items and furniture through pairings.* Sewing workshops.* Creative workshops: knitting, crochet, crafts, embroidery.* Yoga.* Computer classes.* Interpretation and translation.* Tax clinic.",211,,0,1,Female,Under 25; 25-44; 45-64
SVC_b80781bba5,AGENCE OMETZ,Immigration & Newcomers,Immigration & Newcomers; Employment & Income; Youth & Family,"1 Cummings Square, 5151 de la Côte-Sainte-Catherine Road, Côte-des-Neiges—Notre-Dame-de-Grâce, Montréal, QC, H3W 1M6",45.488978,-73.636317,1,exact,A003,Cote-des-Neiges-Notre-Dame-de-Grace,514 342-0000,www.ometz.ca,info@ometz.ca,"Monday to Thursday 8h30 to 16h30, Friday: variable","Intervention, prevention and support services aimed to enhance quality of life.* Mental heath support.* Counselling for families, couples and individuals.* Financial education.* Support groups and customized workshops for parents.* Employment: professional training, employability workshops and job search assistance in partnership with Services Québec.* Employers: assistance to find qualified candidates with specialized skills.* Immigration: support for newcomers with integration activities and employment assistance.",211,,0,1,All,Under 25; 25-44; 45-64
SVC_2e5abdc43c,AGENCE POUR LE DÉVELOPPEMENT DURABLE DE MONTRÉAL-EST CENTRE-NORD,Food,Food; Youth & Family; Recreation & Culture,"3737 Crémazie Boulevard East, Suite 206, Villeray—Saint-Michel—Parc-Extension, Montréal, QC, H1Z 2K4",45.503182,-73.569806,1,approximate,,,,www.admecn.org,admecn35@gmail.com,Monday to Friday 9h30 to 17h00,"Organization working for sustainable development, ecological transition and the promotion of culture in Montréal-Est Centre-Nord.* Intelligent communication and citizen awareness.* Entrepreneurship and youth.* Project monitoring and evaluation.* Urban agriculture.* Arts and culture: Éco-Foire annual festival.* Art, culture and leisure activities.* Literary events. * Food bank.",211,,0,0,All,Under 25
SVC_5354d972bd,AGIR EN AMONT,Shelter,Shelter; Legal,"1750 Atateken Street, Ville-Marie, Montréal, QC, H2L 3L6",45.519157,-73.561011,1,exact,,,514 523-2157,www.aubergeletournant.org/projet-agir-en-amont,tournant@aubergeletournant.org,,"Supervised housing for young adults who identify as male, in vulnerable situations and at risk of homelessness.* Maximum duration of 3 years.* Community support tailored to individuals' personal circumstances.* Support for personal and professional development.* Various activities and workshops: developing independence and a sense of responsibility, living together, openness to others, conflict management, etc.* Introduction to tenants' rights and responsibilities.",211,,0,0,Male,Under 25; 25-44; 45-64
SVC_4f1f154b88,AGRESSIONS À CARACTÈRE SEXUEL,Legal,Legal; Domestic Violence & Safety,,,,0,,,,1 877 717-5252,rqcalacs.qc.ca/en,info@rqcalacs.qc.ca,Monday to Friday 9h00 to 17h00,Coalition of sexual assault centres.* Sharing network for workers and activists.* Training and information.* Mobilization and awareness-raising to sexual violence towards women.* Support for research.* Social advocacy.,211,,0,0,Female,25-44; 45-64
