directory_id,org_name,primary_category,service_categories,address,latitude,longitude,mappable,geocode_precision,phone,website,email,coverage_area,hours,services,source_name,source_url,last_checked_date
DIR_f1e6194756,ACTION POUR LA COMMUNAUTÉ-EST - TAX CLINIC,Medical,Medical; Employment & Income,Confidential Address,,,0,,514 400-1283,,impot.apc.est@proton.me,Greater Montréal,"by appointment, Monday to Friday 8h30 to 12h00 and 13h00 to 17h00, closed on public holidays",Year-round tax clinic by appointment.* Home service for people with restricted mobility.* Tax returns for the current year and up to 11 previous years.,211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_5591012cf0,ACTION PRÉVENTION VERDUN,Medical,Medical; Seniors; Youth & Family; Community & Advocacy; Recreation & Culture,"4609 de Verdun Street, Suite 3, Verdun, Montréal, QC, H4G 1M6",45.503182,-73.569806,1,approximate,819 598-6950,www.actionpreventionverdun.org,info@actionpreventionverdun.org,Verdun,La Station: Monday to Friday 9h00 to 20h00,"* Coordination, development, planning and management support of safety and well-being programs.* Preventive actions, information sessions and citizen involvement.* Representative of the Montreal Urban Safety Tandem program.* Community outreach work for vulnerable seniors 50 years old and over (ITMAV): phone listening, psychosocial support, referrals and friendly visits.* Free and confidential mediation between citizens or organizations.* La Station: Nun's Island intergenerational community centre, open admission for teenagers from 12 to 17 years old.* The Little Station Centre for Families: activities for children from 0 to 5 years old and their parents.* Camp de l'île: summer and spring break day camp for 4 to 12 years old.",211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_6671bba1b4,ACTION PRÉVENTION VERDUN - INITIATIVE DE TRAVAIL DE MILIEU AUPRÈS DES AÎNÉS,Seniors,Seniors,,,,0,,,,,,,,211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_8e4f1fa61e,ACTION PRÉVENTION VERDUN - INITIATIVE DE TRAVAIL DE MILIEU AUPRÈS DES AÎNÉS EN,Seniors,Seniors,,,,0,,,,,,,,211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_ffeb8741aa,ACTION RÉFUGIÉS MONTRÉAL,Immigration & Newcomers,Shelter; Legal; Immigration & Newcomers,"1439 Sainte-Catherine Street West, Suite 2, Ville-Marie, Montréal, QC, H3G 1S6",45.489314,-73.584512,1,approximate,514 935-7799,actionr.org,info@actionr.org,sponsoring: Greater Montréal,Monday to Friday 9h00 to 17h00,"Reception, support, awareness-raising, and advocacy for refugees and asylum seekers.* Information and support.* Sponsorship Program: connecting refugees with groups or individuals who wish to sponsor them.* Twinning Program: connecting refugee women with Montreal residents to create intercultural ties and facilitate integration.* Detention Program: weekly legal information visits for refugees detained at theLaval' Immigration Detention Centre.",211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_7bcb9c4ae0,ACTION SANTÉ DE POINTE ST-CHARLES,Medical,Food; Medical,"2423 Wellington Street, Le Sud-Ouest, Montréal, QC, H3K 1X5",45.484268,-73.564987,1,approximate,514 933-5771,actionsantepsc.org,action-sante@videotron.ca,Le Sud-Ouest,Monday to Friday 12h00 to 19h00,* Organized outings and activities.* Community meals.* Group discussion.* Training and information workshops.* Social support.* Board games.,211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_a114b7fbdf,ACTION SANTÉ TRAVESTI(E)S ET TRANSSEXUEL(LE)S DU QUÉBEC,Medical,Shelter; Medical; Legal; Immigration & Newcomers; Education & Literacy; Community & Advocacy,"300 Sainte-Catherine Street East, Ville-Marie, Montréal, QC, H2X 1L7",45.513097,-73.560765,1,exact,514 847-0067,cactusmontreal.org/soutien-aux-personnes-trans,info@astteq.org,Province of Québec,"office: variable hours, community dinner: last Monday of the month","* Peer support and accompaniment to appointments at clinics, hospitals, legal offices, court dates and social services.* Assistance in accessing information regarding legal issues and procedures, such as criminal and penal charges, criminal records, arrest warrants, conditions before court appearances, legal aid, trans-affirmative legal representation.* Assistance in applying for a change of name and sex designation, refugee status, permanent residency, citizenship, work permits, record suspensions, and compensatory community service work.* Assistance in understand and evaluating legal risks related to criminalization.* Monthly community dinner, monthly drop-ins, periodic cultural and educational activities and skill-sharing workshops.* Referral to trans-affirmative health care (hormone therapy, HIV treatment, and sexual health).* Distribution of harm reduction supplies (syringes, needles, pipes, filters, kit sniff, filters, condoms and lube), recovery of harm reduction material, distribution of sharps containers, distribution of hormone therapy injection materials, distribution of fentanyl testing kits and distribution of naloxone kits.* Street and outreach work to trans sex workers' homes, workplaces and community spaces.* Visit to community members after surgeries or in long-term care homes.* Substance analysis service, offered by Checkpoint/Cactus. 1479",211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_ee00aa6579,ACTION SECOURS VIE D'ESPOIR,Food,Food; Medical; Education & Literacy,"35 Marien Avenue, Montréal-Est, Montréal, QC, H1B 4T8",45.632873,-73.496864,1,exact,514 564-5295,www.actionsecours.ca,asve@videspoir.com,"Montreal-East, Pointe-aux-Trembles","food distribution: Thursday 13h00 to 16h00, food assistance appointment booking: Wednesday, Holiday schedule: closed December 19 to January 6",* Food counter with home delivery for people with reduced mobility.* School lunches.* Back-to-school sharing store: Operation Backpack.* Christmas baskets.* Healthy cooking workshops.,211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_b45e08ad17,ACTION TRAVAIL DES FEMMES DU QUÉBEC,Legal,Legal; Immigration & Newcomers; Employment & Income,"7000 du Parc Avenue, Suite 400, Villeray—Saint-Michel—Parc-Extension, Montréal, QC, H3N 1X1",45.529547,-73.620104,1,approximate,"1
514 768-7233",atfquebec.ca,actionf@atfquebec.ca,Province of Québec,Monday to Friday 9h00 to 12h00 and 13h00 to 17h00,"* Information sessions on harassment at work, rights and recourses, non-traditional jobs, equality in the workplace and recognition of skills and qualifications.* Personalized follow-up and accompaniment during job search in non-traditional fields.* Accompaniment of immigrant women in their process of inclusion in the job market.* Referral and counselling service for women discriminated against at the time of their hiring or at work.",211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_cebbce0b4e,ADAPTED MARTIAL ARTS DEVELOPEMENT ASSOCIATION,Legal,Legal; Youth & Family,"5370 Saint-Michel Boulevard, Rosemont—La Petite-Patrie, Montréal, QC, H1Y 2C7",45.550747,-73.572883,1,exact,514 820-4614,www.adamacanada.org,info@adamacanada.org,Montréal Island,"Monday to Sunday, variable","Promotion of the inclusion of people with specific needs and of universal accessibility through martial arts.* Karate classes.* Inclusive Brazilian Jiu-Jitsu, boxing, and kickboxing classes for people with special needs.* Support to martial arts club that wish to include people with specific needs.* Training for parents, counsellors, instructors and accompanists.* Organisation of inclusive sporting events like the International Multisport Open of adapted martial arts.* Advocacy.",211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_5684c2d15f,ADAPTÉ,Disability,Disability; Education & Literacy,"475 De Maisonneuve Boulevard East, Ville-Marie, Montréal, QC, H2L 5C4",45.515464,-73.562357,1,exact,1 866 410-0844,sqla.banq.qc.ca,sqla@banq.qc.ca,Province of Québec,"Wednesday 9h00 to 17h00, Thursday and Friday 9h00 to 18h00, Saturday 9h00 to 17h00","* Adapted books loan service: braille books, audio books, digital documents and cross-media works.* Computer workstations on site.* Sending books by mail upon request.",211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_76bb8daef1,ADDICTION OUTREACH PROGRAM,Medical,Medical; Youth & Family,Confidential Address,,,0,,514 731-8000,addictionoutreach.ca/english,addictionoutreach@hotmail.com,Canada,by appointment only,"* 3 to 6 months intensive outpatient therapy followed by social reintegration.* Drugs, alcohol and gambling addiction treatment in individual and external follow-up.* Prevention and education.* Crisis intervention.* Psychosocial assessment and follow-up.* Individual, group or family therapy.* Case management.* Workshops: relapse prevention, anger management, self-esteem, etc.",211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_2113377f11,ADHARA,Shelter,Shelter; Food; Medical; Legal; Youth & Family; Community & Advocacy,"2685 Allard Street, Le Sud-Ouest, Montréal, QC, H4E 2L7",45.484268,-73.564987,1,approximate,1 877 229-9891,cfad.ca,info@adharaqc.org,Province of Québec,Monday to Saturday at 9h00 to 17h00,"Reintegration services for women offenders.* Mother-child program at the Établissement de détention Leclerc de Laval: mother-child visits, family activities and parties, various workshops (parenting skills, writing, etc.), individual accompaniment and supervised visits.* Individual or group meetings focused on the particular needs of women: job and housing search, communication with their child, accompaniment to medical and legal appointments, etc.* Day centre: collective kitchen, nutrition, gardening and various workshops for women offenders and their children.* Visits at the Établissement Joliette.* Visits at Maison de transition Thérèse-Casgrain.* Compensatory work, community services and volunteering for women offenders at the centre.* Reception, listening and referral.",211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_b56abccf6b,ADMI - MONTRÉAL,Youth & Family,Youth & Family; Recreation & Culture,"5675 Lafond Street, Rosemont—La Petite-Patrie, Montréal, QC, H1X 2X6",45.550747,-73.58229,1,approximate,514 527-7671,admi-montreal.org,info@admi-montreal.org,Montréal Island,"Monday to Thursday, variable","* Recreational, physical, sports, social and cultural activities.* Summer day camps.* Open air days.* Weekend activities.* Bowling league.* Weekend respite assistance.* Information, support and guidance for parents.",211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_59a7d66492,ADRIANNA ESPACE COLLECTIF,Shelter,Shelter; Food; Youth & Family,"2400 Sainte-Catherine Street East, Ville-Marie, Montréal, QC, H2K 2J6",45.50108,-73.568126,1,approximate,514 527-8727,www.aecmtl.org,comptabilite@aecmtl.org,"postal codes starting by H2K, H2L, H1V and H1W","Tuesday to Thursday 9h00 to 15h00, food delivery: Tuesday to Thursday, between 9h00 and 17h00, registration on site: Tuesday 12h30 to 15h00","* Food bank.* Social reintegration.* Subsidized housing.* Public writer service: Help with writing or understanding a document, administrative service: filling out government forms and administrative procedures, employability service: resume writing, help with job application forms, social service: drafting applications for social assistance, social security, food security, family assistance, etc, informal service: writing letters or postcards for loved ones.",211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_6d7e5052ac,ADULT CHILDREN OF ALCOHOLICS - MONTRÉAL,Youth & Family,Youth & Family; Community & Advocacy,Confidential Address,,,0,,514 990-0901,eada.qc.ca,info@eada.qc.ca,Province of Québec,"variable, see website",Self-help group for adults who grew up in an alcoholic or dysfunctional home.* 12 steps program.* List of meetings: eada.qc.ca/reunions,211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_e9e8f527fc,ADULT LEARNLINE,Translation,Translation; Education & Literacy; Community & Advocacy,"4080 Wellington Street, Suite 350, Verdun, Montréal, QC, H4G 1V4",45.505418,-73.55745,1,approximate,1 888 488-3888,infoapprendre.org/en,ssaidj@fondationalphabetisation.org,Province of Québec,Monday to Friday 9h00 to 17h00,"Support, listening and referral service in education directing those who request it to the best training offers, throughout Québec, according to their needs.* Referrals to training establishments that offer classes and programs matching learning needs.* Answer questions about Pre-secondary courses, French courses, Upgrading your French, language skills, training (DVS, AVS, STC, etc.), Secondary cycles 1 and 2, College and university-level studies (ACS, DCS, certificate, Bachelor's degree, etc.), Distance learning, Lifelong learning (customized courses, language classes, computing courses, professional development, etc.), Recognition of acquired learning and competencies, Comparative evaluation (equivalence) of foreign diplomas, Student financial aid.",211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_561c412379,ADVENTURERS ASSOCIATION OF BADEN-POWELL,Education & Literacy,Education & Literacy; Community & Advocacy,"750 16th Avenue, Suite 9, Rivière-des-Prairies—Pointe-aux-Trembles, Montréal, QC, H1B 3M7",45.503182,-73.569806,1,approximate,1 855 561-4159,aventuriersdebadenpowell.org,info@badenpowell.ca,"Province of Québec, New Brunswick, Ontario",by appointment,"Scouting and guiding association.* Outdoor activities.* Social and educational activities aimed at character building, learning through play and mutual aid.",211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_20c0fe596f,AFGHAN WOMEN'S CENTRE OF MONTREAL,Gender & LGBTQ+,Food; Medical; Immigration & Newcomers; Employment & Income; Seniors; Education & Literacy; Material Aid; Gender & LGBTQ+; Community & Advocacy,"1857 de Maisonneuve Boulevard West, Suite 305, Ville-Marie, Montréal, QC, H3H 1J9",45.493839,-73.581651,1,approximate,514 321-2194,www.awcm.ca,info@awcm.ca,Greater Montréal,Monday to Friday 10h00 to 17h00,"Afghan women grouping seeking to empower socially isolated immigrant women.* Adapted programs, self-development workshops and promotion of team-based projects.* Courses: English and French, computer, yoga.* Services for seniors.* Catering service: Afghan food cooked by a senior women group.* Accompaniment for new immigrants.* Intergenerational skill exchange.* Help for sick people who are in need of a translator in Dari, Pashtu and sometimes in Russian.* Volunteer opportunities for McGill students in social education engagement to get credits.* Social worker and social intervention service for newcomers.* Reception of school supplies donation.* Tax clinic for participants.",211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_467d3ff285,AFRIQUE AU FÉMININ,Food,Food; Medical; Translation; Immigration & Newcomers; Employment & Income; Youth & Family; Education & Literacy; Material Aid; Recreation & Culture,"7000 du Parc Avenue, Suite 106-108, Villeray—Saint-Michel—Parc-Extension, Montréal, QC, H3N 1X1",45.529547,-73.620104,1,approximate,"1
514 272-3274",www.afriqueaufeminin.org/en,info@afriqueaufeminin.org,Greater Montréal,"Monday to Friday 9h00 to 17h00, food bank: Tuesday 12h00 to 15h00","Improvement of immigrant women's living conditions.* Reception, information, referral and listening.* Daycare for children 2 to 5 years old.* Psychosocial intervention.* Customized francization classes and French conversation groups.* Specialized French classes in collaboration with the MIFI.* Discussion groups.* Educational and cultural activities.* Food assistance.* Christmas baskets.* Donation of used clothing, household items and furniture through pairings.* Sewing workshops.* Creative workshops: knitting, crochet, crafts, embroidery.* Yoga.* Computer classes.* Interpretation and translation.* Tax clinic.",211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
