visit_group_id,center_id,period_start,period_end,key_need,k_anon_count,severity,population_group,language_need_flag,settlement_need_flag,indigenous_specific_need_flag
VG_001082,CTR_ff03af12,2026-04-01,2026-06-30,Family Services,15,medium,,False,False,False
VG_001083,CTR_4f6be00f,2026-04-01,2026-06-30,Mental Health,18,medium,immigrant_newcomer,True,True,False
VG_001084,CTR_4f6be00f,2026-04-01,2026-06-30,Employment,22,medium,general,False,False,False
VG_001085,CTR_875d98e1,2026-04-01,2026-06-30,Mental Health,14,medium,immigrant_newcomer,True,True,False
VG_001086,CTR_875d98e1,2026-04-01,2026-06-30,Employment,32,medium,general,False,False,False
VG_001087,CTR_befcedcd,2026-04-01,2026-06-30,Mental Health,7,medium,,False,False,False
VG_001088,CTR_befcedcd,2026-04-01,2026-06-30,Family Services,19,medium,immigrant_newcomer,True,True,False
VG_001089,CTR_6f10856b,2026-04-01,2026-06-30,Employment,12,medium,,False,False,False
VG_001090,CTR_6f10856b,2026-04-01,2026-06-30,Language Access,108,medium,general,True,False,False
VG_001091,CTR_2643a98a,2026-04-01,2026-06-30,Family Services,54,medium,immigrant_newcomer,True,True,False
VG_001092,CTR_490cf5a9,2026-04-01,2026-06-30,Housing & Shelter,18,medium,immigrant_newcomer,True,True,False
VG_001093,CTR_490cf5a9,2026-04-01,2026-06-30,Employment,35,high,immigrant_newcomer,True,True,False
VG_001094,CTR_3c6f6a07,2026-04-01,2026-06-30,Employment,14,low,,False,False,False
VG_001095,CTR_a35b1925,2026-04-01,2026-06-30,Employment,29,medium,general,False,False,False
VG_001096,CTR_a35b1925,2026-04-01,2026-06-30,Language Access,9,low,immigrant_newcomer,True,True,False
VG_001097,CTR_a35b1925,2026-04-01,2026-06-30,Mental Health,12,high,immigrant_newcomer,True,True,False
VG_001098,CTR_fbc14537,2026-04-01,2026-06-30,General Support,51,low,general,False,False,False
VG_001099,CTR_fbc14537,2026-04-01,2026-06-30,Food Support,14,low,general,False,False,False
VG_001100,CTR_fbc14537,2026-04-01,2026-06-30,Settlement Navigation,76,high,immigrant_newcomer,True,True,False
VG_001101,CTR_0ab5529b,2026-04-01,2026-06-30,Food Support,21,low,general,False,False,False
VG_001102,CTR_0ab5529b,2026-04-01,2026-06-30,Employment,18,medium,immigrant_newcomer,True,True,False
VG_001103,CTR_5b197893,2026-04-01,2026-06-30,Settlement Navigation,14,low,general,False,True,False
VG_001104,CTR_5b197893,2026-04-01,2026-06-30,Language Access,17,medium,immigrant_newcomer,True,True,False
VG_001105,CTR_f4b17e3c,2026-04-01,2026-06-30,Family Services,14,medium,general,False,False,False
VG_001106,CTR_f4b17e3c,2026-04-01,2026-06-30,General Support,12,high,immigrant_newcomer,True,True,False
VG_001107,CTR_5a58e419,2026-04-01,2026-06-30,Housing & Shelter,51,low,general,False,False,False
VG_001108,CTR_319a607a,2026-04-01,2026-06-30,Language Access,10,low,general,True,False,False
VG_001109,CTR_319a607a,2026-04-01,2026-06-30,Legal Aid,35,high,general,False,False,False
VG_001110,CTR_319a607a,2026-04-01,2026-06-30,Settlement Navigation,27,high,immigrant_newcomer,True,True,False
VG_001111,CTR_cbfe583f,2026-04-01,2026-06-30,Family Services,17,high,immigrant_newcomer,True,True,False
VG_001112,CTR_462476a6,2026-04-01,2026-06-30,Family Services,28,medium,immigrant_newcomer,True,True,False
VG_001113,CTR_462476a6,2026-04-01,2026-06-30,Language Access,32,low,general,True,False,False
VG_001114,CTR_dfbeeee2,2026-04-01,2026-06-30,Housing & Shelter,37,low,general,False,False,False
VG_001115,CTR_dfbeeee2,2026-04-01,2026-06-30,General Support,12,medium,,False,False,False
VG_001116,CTR_dfbeeee2,2026-04-01,2026-06-30,Settlement Navigation,10,high,immigrant_newcomer,True,True,False
VG_001117,CTR_8110fd2d,2026-04-01,2026-06-30,Food Support,13,low,immigrant_newcomer,True,True,False
VG_001118,CTR_8110fd2d,2026-04-01,2026-06-30,Language Access,64,high,immigrant_newcomer,True,True,False
VG_001119,CTR_8110fd2d,2026-04-01,2026-06-30,Family Services,10,medium,general,False,False,False
VG_001120,CTR_962a8204,2026-04-01,2026-06-30,Employment,92,high,general,False,False,False
VG_001121,CTR_962a8204,2026-04-01,2026-06-30,Housing & Shelter,6,low,general,False,False,False
VG_001122,CTR_b2fa5177,2026-04-01,2026-06-30,Language Access,20,medium,immigrant_newcomer,True,True,False
VG_001123,CTR_b2fa5177,2026-04-01,2026-06-30,Legal Aid,38,low,,False,False,False
VG_001124,CTR_b2fa5177,2026-04-01,2026-06-30,Mental Health,28,medium,general,False,False,False
VG_001125,CTR_bd024f2b,2026-04-01,2026-06-30,Language Access,10,medium,immigrant_newcomer,True,True,False
VG_001126,CTR_f66d0781,2026-04-01,2026-06-30,Food Support,17,medium,immigrant_newcomer,True,True,False
VG_001127,CTR_f66d0781,2026-04-01,2026-06-30,Housing & Shelter,10,high,,False,False,False
VG_001128,CTR_5c659e79,2026-04-01,2026-06-30,Language Access,45,low,immigrant_newcomer,True,True,False
VG_001129,CTR_5c659e79,2026-04-01,2026-06-30,Employment,20,high,general,False,False,False
VG_001130,CTR_5c659e79,2026-04-01,2026-06-30,Settlement Navigation,28,low,immigrant_newcomer,True,True,False
VG_001131,CTR_64ce9ae7,2026-04-01,2026-06-30,General Support,11,medium,immigrant_newcomer,True,True,False
VG_001132,CTR_64ce9ae7,2026-04-01,2026-06-30,Language Access,11,medium,immigrant_newcomer,True,True,False
VG_001133,CTR_684c39f2,2026-04-01,2026-06-30,Legal Aid,18,low,general,False,False,False
VG_001134,CTR_3baa48ea,2026-04-01,2026-06-30,Language Access,31,low,immigrant_newcomer,True,True,False
VG_001135,CTR_3baa48ea,2026-04-01,2026-06-30,Legal Aid,17,medium,immigrant_newcomer,True,True,False
VG_001136,CTR_7d45cc32,2026-04-01,2026-06-30,Food Support,11,low,general,False,False,False
VG_001137,CTR_7d45cc32,2026-04-01,2026-06-30,Family Services,12,medium,,False,False,False
VG_001138,CTR_7a3e3441,2026-04-01,2026-06-30,Mental Health,15,low,general,False,False,False
VG_001139,CTR_7a3e3441,2026-04-01,2026-06-30,Food Support,98,medium,general,False,False,False
VG_001140,CTR_d6001605,2026-04-01,2026-06-30,Employment,17,medium,general,False,False,False
VG_001141,CTR_d6001605,2026-04-01,2026-06-30,Housing & Shelter,34,medium,general,False,False,False
VG_001142,CTR_d6001605,2026-04-01,2026-06-30,Legal Aid,28,low,general,False,False,False
VG_001143,CTR_6319d510,2026-04-01,2026-06-30,Family Services,39,medium,immigrant_newcomer,True,True,False
VG_001144,CTR_6319d510,2026-04-01,2026-06-30,General Support,23,low,general,False,False,False
VG_001145,CTR_6319d510,2026-04-01,2026-06-30,Settlement Navigation,21,low,immigrant_newcomer,True,True,False
VG_001146,CTR_337b367e,2026-04-01,2026-06-30,Food Support,9,medium,,False,False,False
VG_001147,CTR_337b367e,2026-04-01,2026-06-30,Employment,8,medium,general,False,False,False
VG_001148,CTR_b61b46ba,2026-04-01,2026-06-30,Food Support,39,medium,general,False,False,False
VG_001149,CTR_b61b46ba,2026-04-01,2026-06-30,Settlement Navigation,18,medium,immigrant_newcomer,True,True,False
VG_001150,CTR_297a09a5,2026-04-01,2026-06-30,Settlement Navigation,21,medium,immigrant_newcomer,True,True,False
VG_001151,CTR_297a09a5,2026-04-01,2026-06-30,Food Support,32,medium,,False,False,False
VG_001152,CTR_a863598b,2026-04-01,2026-06-30,General Support,18,high,immigrant_newcomer,True,True,False
VG_001153,CTR_a863598b,2026-04-01,2026-06-30,Mental Health,13,high,immigrant_newcomer,True,True,False
VG_001154,CTR_f1f200b8,2026-04-01,2026-06-30,General Support,15,low,,False,False,False
VG_001155,CTR_8761f939,2026-04-01,2026-06-30,General Support,19,medium,general,False,False,False
VG_001156,CTR_82741c1a,2026-04-01,2026-06-30,Legal Aid,30,high,general,False,False,False
VG_001157,CTR_82741c1a,2026-04-01,2026-06-30,Settlement Navigation,10,medium,immigrant_newcomer,True,True,False
VG_001158,CTR_82741c1a,2026-04-01,2026-06-30,Food Support,22,medium,immigrant_newcomer,True,True,False
VG_001159,CTR_9f6366cd,2026-04-01,2026-06-30,Legal Aid,14,high,general,False,False,False
VG_001160,CTR_9f6366cd,2026-04-01,2026-06-30,Settlement Navigation,19,low,immigrant_newcomer,True,True,False
VG_001161,CTR_9f6366cd,2026-04-01,2026-06-30,Language Access,25,medium,immigrant_newcomer,True,True,False
VG_001162,CTR_87062a48,2026-04-01,2026-06-30,Family Services,51,low,immigrant_newcomer,True,True,False
VG_001163,CTR_87062a48,2026-04-01,2026-06-30,Legal Aid,30,medium,general,False,False,False
VG_001164,CTR_87062a48,2026-04-01,2026-06-30,General Support,16,high,general,False,False,False
VG_001165,CTR_95adf2d9,2026-04-01,2026-06-30,Mental Health,26,medium,immigrant_newcomer,True,True,False
VG_001166,CTR_c0eed579,2026-04-01,2026-06-30,Food Support,29,medium,general,False,False,False
VG_001167,CTR_04d74995,2026-04-01,2026-06-30,Family Services,10,high,general,False,False,False
VG_001168,CTR_2fab8cf2,2026-04-01,2026-06-30,Settlement Navigation,16,medium,immigrant_newcomer,True,True,False
VG_001169,CTR_b16294d9,2026-04-01,2026-06-30,General Support,15,medium,,False,False,False
VG_001170,CTR_b16294d9,2026-04-01,2026-06-30,Legal Aid,14,low,,False,False,False
VG_001171,CTR_b16294d9,2026-04-01,2026-06-30,Housing & Shelter,20,medium,immigrant_newcomer,True,True,False
VG_001172,CTR_9e7c2443,2026-04-01,2026-06-30,Mental Health,17,low,immigrant_newcomer,True,True,False
VG_001173,CTR_9e7c2443,2026-04-01,2026-06-30,Family Services,17,medium,general,False,False,False
VG_001174,CTR_3c537f2e,2026-04-01,2026-06-30,Settlement Navigation,27,medium,immigrant_newcomer,True,True,False
VG_001175,CTR_3c537f2e,2026-04-01,2026-06-30,Family Services,107,high,immigrant_newcomer,True,True,False
VG_001176,CTR_3c537f2e,2026-04-01,2026-06-30,Mental Health,9,medium,general,False,False,False
VG_001177,CTR_d4c412d5,2026-04-01,2026-06-30,Food Support,10,high,general,False,False,False
VG_001178,CTR_ffc04ca1,2026-04-01,2026-06-30,Legal Aid,15,medium,general,False,False,False
VG_001179,CTR_ffc04ca1,2026-04-01,2026-06-30,Employment,15,low,general,False,False,False
VG_001180,CTR_f4dced97,2026-04-01,2026-06-30,Family Services,72,medium,immigrant_newcomer,True,True,False
VG_001181,CTR_1ec82b82,2026-04-01,2026-06-30,General Support,17,high,general,False,False,False
VG_001182,CTR_d2ef4f75,2026-04-01,2026-06-30,Mental Health,8,high,general,False,False,False
VG_001183,CTR_f112a6f3,2026-04-01,2026-06-30,Food Support,33,high,,False,False,False
VG_001184,CTR_f112a6f3,2026-04-01,2026-06-30,Legal Aid,23,low,general,False,False,False
VG_001185,CTR_83ec4821,2026-04-01,2026-06-30,General Support,37,low,,False,False,False
VG_001186,CTR_7cf9a78d,2026-04-01,2026-06-30,Mental Health,12,medium,immigrant_newcomer,True,True,False
VG_001187,CTR_6bdd7f51,2026-04-01,2026-06-30,Employment,26,medium,,False,False,False
VG_001188,CTR_6bdd7f51,2026-04-01,2026-06-30,Food Support,19,high,,False,False,False
VG_001189,CTR_6bdd7f51,2026-04-01,2026-06-30,Language Access,11,high,immigrant_newcomer,True,True,False
VG_001190,CTR_734b7300,2026-04-01,2026-06-30,Language Access,17,high,immigrant_newcomer,True,True,False
VG_001191,CTR_fc12cbda,2026-04-01,2026-06-30,Housing & Shelter,10,medium,immigrant_newcomer,True,True,False
VG_001192,CTR_9477a462,2026-04-01,2026-06-30,Settlement Navigation,21,medium,immigrant_newcomer,True,True,False
VG_001193,CTR_9477a462,2026-04-01,2026-06-30,General Support,60,medium,general,False,False,False
VG_001194,CTR_6172d6ff,2026-04-01,2026-06-30,Settlement Navigation,20,medium,immigrant_newcomer,True,True,False
VG_001195,CTR_6172d6ff,2026-04-01,2026-06-30,Language Access,19,low,immigrant_newcomer,True,True,False
VG_001196,CTR_3ee68680,2026-04-01,2026-06-30,General Support,25,low,immigrant_newcomer,True,True,False
VG_001197,CTR_3ee68680,2026-04-01,2026-06-30,Legal Aid,8,medium,immigrant_newcomer,True,True,False
VG_001198,CTR_3ee68680,2026-04-01,2026-06-30,Family Services,105,low,general,False,False,False
VG_001199,CTR_e898cdf2,2026-04-01,2026-06-30,Settlement Navigation,45,medium,general,False,True,False
VG_001200,CTR_e898cdf2,2026-04-01,2026-06-30,Mental Health,37,medium,general,False,False,False
VG_001201,CTR_e898cdf2,2026-04-01,2026-06-30,Housing & Shelter,15,high,general,False,False,False
VG_001202,CTR_43c3a885,2026-04-01,2026-06-30,Food Support,9,low,general,False,False,False
VG_001203,CTR_43c3a885,2026-04-01,2026-06-30,Language Access,18,medium,immigrant_newcomer,True,True,False
VG_001204,CTR_43c3a885,2026-04-01,2026-06-30,Legal Aid,42,medium,,False,False,False
VG_001205,CTR_85f227b0,2026-04-01,2026-06-30,General Support,51,medium,,False,False,False
VG_001206,CTR_85f227b0,2026-04-01,2026-06-30,Language Access,28,low,immigrant_newcomer,True,True,False
VG_001207,CTR_9e462de4,2026-04-01,2026-06-30,Food Support,7,high,,False,False,False
VG_001208,CTR_9e462de4,2026-04-01,2026-06-30,Family Services,27,low,general,False,False,False
VG_001209,CTR_9e462de4,2026-04-01,2026-06-30,Settlement Navigation,40,high,immigrant_newcomer,True,True,False
VG_001210,CTR_b8716015,2026-04-01,2026-06-30,Language Access,20,low,immigrant_newcomer,True,True,False
VG_001211,CTR_b8716015,2026-04-01,2026-06-30,Mental Health,14,low,immigrant_newcomer,True,True,False
VG_001212,CTR_b8716015,2026-04-01,2026-06-30,Housing & Shelter,26,medium,general,False,False,False
VG_001213,CTR_d46af379,2026-04-01,2026-06-30,Legal Aid,18,medium,immigrant_newcomer,True,True,False
VG_001214,CTR_157dfefa,2026-04-01,2026-06-30,Language Access,22,high,immigrant_newcomer,True,True,False
VG_001215,CTR_3fdbcade,2026-04-01,2026-06-30,Family Services,19,medium,general,False,False,False
VG_001216,CTR_3fdbcade,2026-04-01,2026-06-30,Food Support,7,low,,False,False,False
VG_001217,CTR_1eae6c9d,2026-04-01,2026-06-30,Language Access,16,medium,immigrant_newcomer,True,True,False
VG_001218,CTR_1eae6c9d,2026-04-01,2026-06-30,General Support,39,high,,False,False,False
VG_001219,CTR_1eae6c9d,2026-04-01,2026-06-30,Mental Health,27,medium,general,False,False,False
VG_001220,CTR_2cea587c,2026-04-01,2026-06-30,Mental Health,55,medium,general,False,False,False
VG_001221,CTR_2cea587c,2026-04-01,2026-06-30,General Support,28,medium,general,False,False,False
VG_001222,CTR_2cea587c,2026-04-01,2026-06-30,Family Services,9,low,,False,False,False
VG_001223,CTR_5ca10033,2026-04-01,2026-06-30,Housing & Shelter,15,low,general,False,False,False
VG_001224,CTR_5ca10033,2026-04-01,2026-06-30,Family Services,16,high,immigrant_newcomer,True,True,False
VG_001225,CTR_5ca10033,2026-04-01,2026-06-30,Language Access,13,low,general,True,False,False
VG_001226,CTR_61e7f3b1,2026-04-01,2026-06-30,Food Support,8,low,immigrant_newcomer,True,True,False
VG_001227,CTR_767da326,2026-04-01,2026-06-30,Settlement Navigation,16,medium,immigrant_newcomer,True,True,False
VG_001228,CTR_4e0987b5,2026-04-01,2026-06-30,Housing & Shelter,11,low,general,False,False,False
VG_001229,CTR_d4aa7218,2026-04-01,2026-06-30,General Support,9,medium,immigrant_newcomer,True,True,False
VG_001230,CTR_d4aa7218,2026-04-01,2026-06-30,Language Access,21,low,immigrant_newcomer,True,True,False
VG_001231,CTR_d4aa7218,2026-04-01,2026-06-30,Housing & Shelter,14,low,general,False,False,False
VG_001232,CTR_3c4d2bb8,2026-04-01,2026-06-30,General Support,36,medium,general,False,False,False
VG_001233,CTR_3c4d2bb8,2026-04-01,2026-06-30,Employment,22,low,,False,False,False
VG_001234,CTR_3c4d2bb8,2026-04-01,2026-06-30,Language Access,14,medium,immigrant_newcomer,True,True,False
VG_001235,CTR_3583df67,2026-04-01,2026-06-30,Employment,10,low,general,False,False,False
VG_001236,CTR_3583df67,2026-04-01,2026-06-30,Legal Aid,16,low,general,False,False,False
VG_001237,CTR_aadd6e88,2026-04-01,2026-06-30,Legal Aid,25,medium,immigrant_newcomer,True,True,False
VG_001238,CTR_aadd6e88,2026-04-01,2026-06-30,Language Access,14,medium,immigrant_newcomer,True,True,False
VG_001239,CTR_aadd6e88,2026-04-01,2026-06-30,Mental Health,64,low,general,False,False,False
VG_001240,CTR_daaa2f25,2026-04-01,2026-06-30,Food Support,22,medium,,False,False,False
VG_001241,CTR_061dbd26,2026-04-01,2026-06-30,General Support,27,high,general,False,False,False
VG_001242,CTR_061dbd26,2026-04-01,2026-06-30,Mental Health,24,high,,False,False,False
VG_001243,CTR_11a74a9c,2026-04-01,2026-06-30,Settlement Navigation,16,low,general,False,True,False
VG_001244,CTR_11a74a9c,2026-04-01,2026-06-30,Language Access,10,high,general,True,False,False
VG_001245,CTR_11a74a9c,2026-04-01,2026-06-30,Mental Health,38,low,immigrant_newcomer,True,True,False
VG_001246,CTR_7cfa79f1,2026-04-01,2026-06-30,Settlement Navigation,18,medium,immigrant_newcomer,True,True,False
VG_001247,CTR_7cfa79f1,2026-04-01,2026-06-30,Housing & Shelter,9,medium,general,False,False,False
VG_001248,CTR_626f7a11,2026-04-01,2026-06-30,Food Support,11,medium,general,False,False,False
VG_001249,CTR_626f7a11,2026-04-01,2026-06-30,Employment,7,low,general,False,False,False
VG_001250,CTR_05e33646,2026-04-01,2026-06-30,General Support,9,medium,,False,False,False
VG_001251,CTR_05e33646,2026-04-01,2026-06-30,Legal Aid,33,high,general,False,False,False
VG_001252,CTR_05e33646,2026-04-01,2026-06-30,Settlement Navigation,10,medium,immigrant_newcomer,True,True,False
VG_001253,CTR_8e07debb,2026-04-01,2026-06-30,General Support,19,medium,general,False,False,False
VG_001254,CTR_8e07debb,2026-04-01,2026-06-30,Housing & Shelter,9,low,immigrant_newcomer,True,True,False
VG_001255,CTR_206680ad,2026-04-01,2026-06-30,Employment,12,low,general,False,False,False
VG_001256,CTR_206680ad,2026-04-01,2026-06-30,Language Access,10,high,general,True,False,False
VG_001257,CTR_206680ad,2026-04-01,2026-06-30,Housing & Shelter,30,medium,immigrant_newcomer,True,True,False
VG_001258,CTR_84dd0621,2026-04-01,2026-06-30,Housing & Shelter,32,medium,general,False,False,False
VG_001259,CTR_84dd0621,2026-04-01,2026-06-30,Settlement Navigation,39,high,general,False,True,False
VG_001260,CTR_2c3c48e1,2026-04-01,2026-06-30,Mental Health,17,low,,False,False,False
VG_001261,CTR_2c3c48e1,2026-04-01,2026-06-30,Food Support,14,low,general,False,False,False
VG_001262,CTR_2c3c48e1,2026-04-01,2026-06-30,Housing & Shelter,10,medium,,False,False,False
VG_001263,CTR_f026bb38,2026-04-01,2026-06-30,Family Services,17,medium,,False,False,False
VG_001264,CTR_96a4a2f1,2026-04-01,2026-06-30,Settlement Navigation,17,low,general,False,True,False
VG_001265,CTR_3e6d3931,2026-04-01,2026-06-30,Housing & Shelter,35,high,general,False,False,False
VG_001266,CTR_a703ded4,2026-04-01,2026-06-30,General Support,14,medium,immigrant_newcomer,True,True,False
VG_001267,CTR_4769f463,2026-04-01,2026-06-30,Employment,14,high,general,False,False,False
VG_001268,CTR_74321724,2026-04-01,2026-06-30,Legal Aid,17,low,general,False,False,False
VG_001269,CTR_74321724,2026-04-01,2026-06-30,Food Support,19,low,general,False,False,False
VG_001270,CTR_80cf46eb,2026-04-01,2026-06-30,General Support,17,low,general,False,False,False
VG_001271,CTR_a47ce9cb,2026-04-01,2026-06-30,Mental Health,11,medium,immigrant_newcomer,True,True,False
VG_001272,CTR_d4be50c9,2026-04-01,2026-06-30,Settlement Navigation,14,low,general,False,True,False
VG_001273,CTR_d4be50c9,2026-04-01,2026-06-30,General Support,18,medium,general,False,False,False
VG_001274,CTR_e771e843,2026-04-01,2026-06-30,Employment,8,high,general,False,False,False
VG_001275,CTR_e771e843,2026-04-01,2026-06-30,Family Services,31,medium,immigrant_newcomer,True,True,False
VG_001276,CTR_e771e843,2026-04-01,2026-06-30,Legal Aid,16,low,general,False,False,False
VG_001277,CTR_f432f544,2026-04-01,2026-06-30,Food Support,16,high,immigrant_newcomer,True,True,False
VG_001278,CTR_a78e2e69,2026-04-01,2026-06-30,Housing & Shelter,13,high,general,False,False,False
VG_001279,CTR_a78e2e69,2026-04-01,2026-06-30,General Support,13,low,general,False,False,False
VG_001280,CTR_346a031c,2026-04-01,2026-06-30,Food Support,25,high,immigrant_newcomer,True,True,False
VG_001281,CTR_66280ea7,2026-04-01,2026-06-30,Settlement Navigation,14,high,immigrant_newcomer,True,True,False
VG_001282,CTR_a5ba62c7,2026-04-01,2026-06-30,Food Support,12,medium,general,False,False,False
VG_001283,CTR_a5ba62c7,2026-04-01,2026-06-30,Language Access,14,high,general,True,False,False
VG_001284,CTR_a5ba62c7,2026-04-01,2026-06-30,Settlement Navigation,36,low,immigrant_newcomer,True,True,False
VG_001285,CTR_0d1c2688,2026-04-01,2026-06-30,Settlement Navigation,14,medium,immigrant_newcomer,True,True,False
VG_001286,CTR_08a66398,2026-04-01,2026-06-30,Mental Health,41,medium,,False,False,False
VG_001287,CTR_08a66398,2026-04-01,2026-06-30,Food Support,19,medium,,False,False,False
VG_001288,CTR_08a66398,2026-04-01,2026-06-30,Legal Aid,29,low,,False,False,False
VG_001289,CTR_e5bf9cf7,2026-04-01,2026-06-30,Housing & Shelter,41,low,general,False,False,False
VG_001290,CTR_e5bf9cf7,2026-04-01,2026-06-30,Employment,66,medium,general,False,False,False
VG_001291,CTR_9e15ce57,2026-04-01,2026-06-30,Mental Health,13,low,general,False,False,False
VG_001292,CTR_9e15ce57,2026-04-01,2026-06-30,Food Support,17,medium,general,False,False,False
VG_001293,CTR_9e15ce57,2026-04-01,2026-06-30,Language Access,17,medium,immigrant_newcomer,True,True,False
VG_001294,CTR_4ca0fc8d,2026-04-01,2026-06-30,Language Access,17,low,immigrant_newcomer,True,True,False
VG_001295,CTR_4ca0fc8d,2026-04-01,2026-06-30,Housing & Shelter,13,medium,general,False,False,False
VG_001296,CTR_9c882992,2026-04-01,2026-06-30,Legal Aid,12,low,general,False,False,False
VG_001297,CTR_7e5c7810,2026-04-01,2026-06-30,Legal Aid,16,medium,general,False,False,False
VG_001298,CTR_7e5c7810,2026-04-01,2026-06-30,Employment,17,medium,general,False,False,False
VG_001299,CTR_7e5c7810,2026-04-01,2026-06-30,Settlement Navigation,31,medium,immigrant_newcomer,True,True,False
VG_001300,CTR_40fc7124,2026-04-01,2026-06-30,Family Services,20,medium,general,False,False,False
VG_001301,CTR_30465afd,2026-04-01,2026-06-30,Family Services,15,medium,general,False,False,False
VG_001302,CTR_30465afd,2026-04-01,2026-06-30,Settlement Navigation,16,high,general,False,True,False
VG_001303,CTR_30465afd,2026-04-01,2026-06-30,Language Access,14,low,immigrant_newcomer,True,True,False
VG_001304,CTR_3e86bc7e,2026-04-01,2026-06-30,Housing & Shelter,14,medium,immigrant_newcomer,True,True,False
VG_001305,CTR_3e86bc7e,2026-04-01,2026-06-30,Family Services,48,low,,False,False,False
VG_001306,CTR_3e86bc7e,2026-04-01,2026-06-30,Language Access,39,medium,general,True,False,False
VG_001307,CTR_dd718030,2026-04-01,2026-06-30,Language Access,10,medium,immigrant_newcomer,True,True,False
VG_001308,CTR_dd718030,2026-04-01,2026-06-30,General Support,21,high,immigrant_newcomer,True,True,False
VG_001309,CTR_dd718030,2026-04-01,2026-06-30,Mental Health,8,low,general,False,False,False
VG_001310,CTR_ab1fd802,2026-04-01,2026-06-30,Family Services,14,medium,general,False,False,False
VG_001311,CTR_ab1fd802,2026-04-01,2026-06-30,Housing & Shelter,17,low,general,False,False,False
VG_001312,CTR_ab1fd802,2026-04-01,2026-06-30,Mental Health,36,low,immigrant_newcomer,True,True,False
VG_001313,CTR_89429973,2026-04-01,2026-06-30,Food Support,18,high,,False,False,False
VG_001314,CTR_74174743,2026-04-01,2026-06-30,Food Support,8,medium,general,False,False,False
VG_001315,CTR_60d95d4f,2026-04-01,2026-06-30,Legal Aid,19,low,general,False,False,False
VG_001316,CTR_65e86587,2026-04-01,2026-06-30,Food Support,10,high,,False,False,False
VG_001317,CTR_6f5e1d55,2026-04-01,2026-06-30,Settlement Navigation,25,low,immigrant_newcomer,True,True,False
VG_001318,CTR_6f5e1d55,2026-04-01,2026-06-30,Family Services,9,high,,False,False,False
VG_001319,CTR_6f5e1d55,2026-04-01,2026-06-30,Employment,35,low,,False,False,False
VG_001320,CTR_564e47db,2026-04-01,2026-06-30,Food Support,12,low,,False,False,False
VG_001321,CTR_f6b32d91,2026-04-01,2026-06-30,Mental Health,11,low,general,False,False,False
VG_001322,CTR_f6b32d91,2026-04-01,2026-06-30,Language Access,41,low,immigrant_newcomer,True,True,False
VG_001323,CTR_f6b32d91,2026-04-01,2026-06-30,Settlement Navigation,13,low,immigrant_newcomer,True,True,False
VG_001324,CTR_edfc84fd,2026-04-01,2026-06-30,Mental Health,17,low,immigrant_newcomer,True,True,False
VG_001325,CTR_edfc84fd,2026-04-01,2026-06-30,General Support,18,medium,general,False,False,False
VG_001326,CTR_6dbd0e6e,2026-04-01,2026-06-30,Family Services,35,low,,False,False,False
VG_001327,CTR_6dbd0e6e,2026-04-01,2026-06-30,Language Access,24,medium,immigrant_newcomer,True,True,False
VG_001328,CTR_6dbd0e6e,2026-04-01,2026-06-30,Food Support,18,medium,,False,False,False
VG_001329,CTR_14ab7fbc,2026-04-01,2026-06-30,Family Services,18,low,general,False,False,False
VG_001330,CTR_ec838803,2026-04-01,2026-06-30,Mental Health,12,medium,general,False,False,False
VG_001331,CTR_58661fb0,2026-04-01,2026-06-30,Housing & Shelter,11,low,immigrant_newcomer,True,True,False
VG_001332,CTR_22fbb6f9,2026-04-01,2026-06-30,General Support,17,medium,general,False,False,False
VG_001333,CTR_45702f9d,2026-04-01,2026-06-30,Mental Health,16,low,immigrant_newcomer,True,True,False
VG_001334,CTR_45702f9d,2026-04-01,2026-06-30,Language Access,16,low,immigrant_newcomer,True,True,False
VG_001335,CTR_45702f9d,2026-04-01,2026-06-30,Settlement Navigation,58,low,immigrant_newcomer,True,True,False
VG_001336,CTR_79b58906,2026-04-01,2026-06-30,Food Support,9,high,general,False,False,False
VG_001337,CTR_c25d91da,2026-04-01,2026-06-30,General Support,41,medium,general,False,False,False
VG_001338,CTR_c25d91da,2026-04-01,2026-06-30,Employment,12,low,general,False,False,False
VG_001339,CTR_6645f6fa,2026-04-01,2026-06-30,Settlement Navigation,13,medium,immigrant_newcomer,True,True,False
VG_001340,CTR_6645f6fa,2026-04-01,2026-06-30,Housing & Shelter,24,low,immigrant_newcomer,True,True,False
VG_001341,CTR_db827c19,2026-04-01,2026-06-30,Language Access,33,high,immigrant_newcomer,True,True,False
VG_001342,CTR_8ff2b4b1,2026-04-01,2026-06-30,General Support,36,high,general,False,False,False
VG_001343,CTR_8ff2b4b1,2026-04-01,2026-06-30,Food Support,12,high,general,False,False,False
VG_001344,CTR_8ff2b4b1,2026-04-01,2026-06-30,Family Services,43,medium,immigrant_newcomer,True,True,False
VG_001345,CTR_f0ed8e6d,2026-04-01,2026-06-30,Employment,68,low,general,False,False,False
VG_001346,CTR_f0ed8e6d,2026-04-01,2026-06-30,Housing & Shelter,39,low,,False,False,False
VG_001347,CTR_f0ed8e6d,2026-04-01,2026-06-30,Mental Health,18,medium,immigrant_newcomer,True,True,False
VG_001348,CTR_650799a4,2026-04-01,2026-06-30,Housing & Shelter,27,low,,False,False,False
VG_001349,CTR_650799a4,2026-04-01,2026-06-30,Employment,53,medium,general,False,False,False
